siteid,plotid,year,date,flow,dwm,precip_on_site
AUGLA,East,2009,2009-05-24,0.479634905,CD,0
AUGLA,East,2009,2009-05-25,0.537321827,CD,0
AUGLA,East,2009,2009-05-26,0.565305056,CD,3.556
AUGLA,East,2009,2009-05-27,0.583655336,CD,0.762
AUGLA,East,2009,2009-05-28,0.605492568,CD,2.286
AUGLA,East,2009,2009-05-29,0.37649876,CD,0
AUGLA,East,2009,2009-05-30,0.322748907,CD,0
AUGLA,East,2009,2009-05-31,0.26576846,CD,0
AUGLA,East,2009,2009-06-01,0.260580389,CD,12.192
AUGLA,East,2009,2009-06-02,0.612284422,CD,4.064
AUGLA,East,2009,2009-06-03,0.671243062,CD,8.382
AUGLA,East,2009,2009-06-04,0.838154513,CD,0.254
AUGLA,East,2009,2009-06-05,0.611257373,CD,0
AUGLA,East,2009,2009-06-06,0.465928606,CD,0
AUGLA,East,2009,2009-06-07,0.402834954,CD,0
AUGLA,East,2009,2009-06-08,0.371807437,CD,0
AUGLA,East,2009,2009-06-09,0.214828554,CD,0
AUGLA,East,2009,2009-06-10,0,CD,0
AUGLA,East,2009,2009-06-11,0,CD,13.716
AUGLA,East,2009,2009-06-12,0,CD,0
AUGLA,East,2009,2009-06-13,0,CD,0
AUGLA,East,2009,2009-06-14,0,CD,0
AUGLA,East,2009,2009-06-15,0,CD,0
AUGLA,East,2009,2009-06-16,0,CD,0.762
AUGLA,East,2009,2009-06-17,0,CD,3.556
AUGLA,East,2009,2009-06-18,0,CD,0
AUGLA,East,2009,2009-06-19,0.071535293,CD,10.668
AUGLA,East,2009,2009-06-20,0.216826739,CD,1.27
AUGLA,East,2009,2009-06-21,0.110296252,CD,0
AUGLA,East,2009,2009-06-22,0.060820041,CD,0
AUGLA,East,2009,2009-06-23,0.012119222,CD,0
AUGLA,East,2009,2009-06-24,0.001544081,CD,0
AUGLA,East,2009,2009-06-25,3.66e-5,CD,0.254
AUGLA,East,2009,2009-06-26,2.57e-5,CD,3.302
AUGLA,East,2009,2009-06-27,0,CD,0
AUGLA,East,2009,2009-06-28,0,CD,0
AUGLA,East,2009,2009-06-29,0,CD,0
AUGLA,East,2009,2009-06-30,0,CD,0
AUGLA,East,2009,2009-07-01,0,CD,0
AUGLA,East,2009,2009-07-02,0,CD,1.016
AUGLA,East,2009,2009-07-03,0,CD,0
AUGLA,East,2009,2009-07-04,0,CD,0.508
AUGLA,East,2009,2009-07-05,0,CD,0
AUGLA,East,2009,2009-07-06,0,CD,0
AUGLA,East,2009,2009-07-07,0,CD,0
AUGLA,East,2009,2009-07-08,0,CD,0
AUGLA,East,2009,2009-07-09,0,CD,0.254
AUGLA,East,2009,2009-07-10,0,CD,0
AUGLA,East,2009,2009-07-11,0,CD,11.176
AUGLA,East,2009,2009-07-12,0,CD,0
AUGLA,East,2009,2009-07-13,0,CD,0
AUGLA,East,2009,2009-07-14,0,CD,0
AUGLA,East,2009,2009-07-15,0,CD,0
AUGLA,East,2009,2009-07-16,0,CD,0
AUGLA,East,2009,2009-07-17,0,CD,0.254
AUGLA,East,2009,2009-07-18,0,CD,0
AUGLA,East,2009,2009-07-19,0,CD,4.064
AUGLA,East,2009,2009-07-20,0,CD,0.254
AUGLA,East,2009,2009-07-21,0,CD,0
AUGLA,East,2009,2009-07-22,0,CD,21.336
AUGLA,East,2009,2009-07-23,0,CD,4.572
AUGLA,East,2009,2009-07-24,0,CD,0
AUGLA,East,2009,2009-07-25,0,CD,9.906
AUGLA,East,2009,2009-07-26,0,CD,2.286
AUGLA,East,2009,2009-07-27,0,CD,0.254
AUGLA,East,2009,2009-07-28,0,CD,0
AUGLA,East,2009,2009-07-29,0,CD,8.382
AUGLA,East,2009,2009-07-30,0,CD,0
AUGLA,East,2009,2009-07-31,0,CD,0
AUGLA,East,2009,2009-08-01,0,CD,0
AUGLA,East,2009,2009-08-02,0,CD,1.27
AUGLA,East,2009,2009-08-03,0,CD,0
AUGLA,East,2009,2009-08-04,0,CD,3.556
AUGLA,East,2009,2009-08-05,0,CD,0
AUGLA,East,2009,2009-08-06,0,CD,0
AUGLA,East,2009,2009-08-07,0,CD,0.254
AUGLA,East,2009,2009-08-08,0,CD,0.254
AUGLA,East,2009,2009-08-09,0,CD,0
AUGLA,East,2009,2009-08-10,0,CD,0.762
AUGLA,East,2009,2009-08-11,0,CD,0
AUGLA,East,2009,2009-08-12,0,CD,0
AUGLA,East,2009,2009-08-13,0,CD,0.254
AUGLA,East,2009,2009-08-14,0,CD,0
AUGLA,East,2009,2009-08-15,0,CD,0
AUGLA,East,2009,2009-08-16,0,CD,0
AUGLA,East,2009,2009-08-17,0,CD,0
AUGLA,East,2009,2009-08-18,0,CD,0.762
AUGLA,East,2009,2009-08-19,0,CD,3.302
AUGLA,East,2009,2009-08-20,0,CD,27.94
AUGLA,East,2009,2009-08-21,0,CD,0
AUGLA,East,2009,2009-08-22,0,CD,3.048
AUGLA,East,2009,2009-08-23,0,CD,0
AUGLA,East,2009,2009-08-24,0,CD,0
AUGLA,East,2009,2009-08-25,0,CD,0
AUGLA,East,2009,2009-08-26,0,CD,0
AUGLA,East,2009,2009-08-27,0,CD,0
AUGLA,East,2009,2009-08-28,0,CD,16.764
AUGLA,East,2009,2009-08-29,0,CD,12.192
AUGLA,East,2009,2009-08-30,0,CD,0
AUGLA,East,2009,2009-08-31,0,CD,0
AUGLA,East,2009,2009-09-01,0,CD,0
AUGLA,East,2009,2009-09-02,0,CD,0
AUGLA,East,2009,2009-09-03,0,CD,0
AUGLA,East,2009,2009-09-04,0,CD,0
AUGLA,East,2009,2009-09-05,0,CD,0
AUGLA,East,2009,2009-09-06,0,CD,0
AUGLA,East,2009,2009-09-07,0,CD,19.05
AUGLA,East,2009,2009-09-08,0,CD,6.35
AUGLA,East,2009,2009-09-09,0,CD,0.254
AUGLA,East,2009,2009-09-10,0,CD,0.254
AUGLA,East,2009,2009-09-11,0,CD,0
AUGLA,East,2009,2009-09-12,0,CD,0.254
AUGLA,East,2009,2009-09-13,0,CD,0
AUGLA,East,2009,2009-09-14,0,CD,0
AUGLA,East,2009,2009-09-15,0,CD,0
AUGLA,East,2009,2009-09-16,0,CD,1.27
AUGLA,East,2009,2009-09-17,0,CD,0.254
AUGLA,East,2009,2009-09-18,0,CD,0
AUGLA,East,2009,2009-09-19,0,CD,0
AUGLA,East,2009,2009-09-20,0,CD,5.588
AUGLA,East,2009,2009-09-21,0,CD,2.032
AUGLA,East,2009,2009-09-22,0,CD,0
AUGLA,East,2009,2009-09-23,0,CD,0
AUGLA,East,2009,2009-09-24,0,CD,1.27
AUGLA,East,2009,2009-09-25,0,CD,0
AUGLA,East,2009,2009-09-26,0,CD,0
AUGLA,East,2009,2009-09-27,0,CD,0.254
AUGLA,East,2009,2009-09-28,0,CD,7.112
AUGLA,East,2009,2009-09-29,0,CD,0.254
AUGLA,East,2009,2009-09-30,0,CD,0
AUGLA,East,2009,2009-10-01,0,CD,0.254
AUGLA,East,2009,2009-10-02,0,CD,0.254
AUGLA,East,2009,2009-10-03,0,CD,0
AUGLA,East,2009,2009-10-04,0,CD,0
AUGLA,East,2009,2009-10-05,0,CD,0
AUGLA,East,2009,2009-10-06,0,CD,0
AUGLA,East,2009,2009-10-07,0,CD,0
AUGLA,East,2009,2009-10-08,0,CD,0
AUGLA,East,2009,2009-10-09,0,CD,0
AUGLA,East,2009,2009-10-10,0,CD,0
AUGLA,East,2009,2009-10-11,0,CD,25.908
AUGLA,East,2009,2009-10-12,0,CD,0.254
AUGLA,East,2009,2009-10-13,0,CD,0
AUGLA,East,2009,2009-10-14,0,CD,1.016
AUGLA,East,2009,2009-10-15,0,CD,0
AUGLA,East,2009,2009-10-16,0,CD,0
AUGLA,East,2009,2009-10-17,0,CD,0.762
AUGLA,East,2009,2009-10-18,0,CD,5.842
AUGLA,East,2009,2009-10-19,0,CD,0.254
AUGLA,East,2009,2009-10-20,0,CD,0
AUGLA,East,2009,2009-10-21,0,CD,0
AUGLA,East,2009,2009-10-22,0,CD,0
AUGLA,East,2009,2009-10-23,0,CD,1.778
AUGLA,East,2009,2009-10-24,0,CD,0.762
AUGLA,East,2009,2009-10-25,0,CD,1.016
AUGLA,East,2009,2009-10-26,0,CD,0
AUGLA,East,2009,2009-10-27,0,CD,0
AUGLA,East,2009,2009-10-28,0,CD,0
AUGLA,East,2009,2009-10-29,0,CD,0
AUGLA,East,2009,2009-10-30,0,CD,0
AUGLA,East,2009,2009-10-31,0.001774801,CD,1.778
AUGLA,East,2009,2009-11-01,0,CD,9.906
AUGLA,East,2009,2009-11-02,0,CD,0.254
AUGLA,East,2009,2009-11-03,0,CD,0
AUGLA,East,2009,2009-11-04,0,CD,0
AUGLA,East,2009,2009-11-05,0,CD,0.254
AUGLA,East,2009,2009-11-06,0,CD,0
AUGLA,East,2009,2009-11-07,0,CD,0
AUGLA,East,2009,2009-11-08,0,CD,0
AUGLA,East,2009,2009-11-09,0,CD,0
AUGLA,East,2009,2009-11-10,0,CD,0
AUGLA,East,2009,2009-11-11,0,CD,0
AUGLA,East,2009,2009-11-12,0,CD,0
AUGLA,East,2009,2009-11-13,0,CD,0
AUGLA,East,2009,2009-11-14,0,CD,0
AUGLA,East,2009,2009-11-15,0,CD,0
AUGLA,East,2009,2009-11-16,0,CD,0
AUGLA,East,2009,2009-11-17,0,CD,0
AUGLA,East,2009,2009-11-18,0,CD,3.048
AUGLA,East,2009,2009-11-19,0,CD,5.08
AUGLA,East,2009,2009-11-20,0,CD,0
AUGLA,East,2009,2009-11-21,0,CD,0
AUGLA,East,2009,2009-11-22,0,CD,0
AUGLA,East,2009,2009-11-23,0,CD,0
AUGLA,East,2009,2009-11-24,0,CD,0
AUGLA,East,2009,2009-11-25,0,CD,1.524
AUGLA,East,2009,2009-11-26,0,CD,4.572
AUGLA,East,2009,2009-11-27,0,CD,0.508
AUGLA,East,2009,2009-11-28,0,CD,0
AUGLA,East,2009,2009-11-29,0,CD,4.826
AUGLA,East,2009,2009-11-30,0,CD,0
AUGLA,East,2009,2009-12-01,0,CD,0
AUGLA,East,2009,2009-12-02,0,CD,11.43
AUGLA,East,2009,2009-12-03,0.225145896,CD,0.254
AUGLA,East,2009,2009-12-04,0.063151318,CD,0
AUGLA,East,2009,2009-12-05,0.002505584,CD,0
AUGLA,East,2009,2009-12-06,0,CD,0
AUGLA,East,2009,2009-12-07,0,CD,0
AUGLA,East,2009,2009-12-08,0,CD,7.366
AUGLA,East,2009,2009-12-09,0.253173853,CD,8.636
AUGLA,East,2009,2009-12-10,0.123565117,CD,0
AUGLA,East,2009,2009-12-11,0.00702832,CD,0
AUGLA,East,2009,2009-12-12,0,CD,0
AUGLA,East,2009,2009-12-13,0.312068605,CD,15.494
AUGLA,East,2009,2009-12-14,1.19827502,CD,0.254
AUGLA,East,2009,2009-12-15,1.170647951,CD,0
AUGLA,East,2009,2009-12-16,0.71770573,CD,0
AUGLA,East,2009,2009-12-17,0.589044663,CD,0
AUGLA,East,2009,2009-12-18,0.614906914,CD,0
AUGLA,East,2009,2009-12-19,0.455171196,CD,1.016
AUGLA,East,2009,2009-12-20,0.183075266,CD,0.254
AUGLA,East,2009,2009-12-21,0.112473637,CD,0
AUGLA,East,2009,2009-12-22,0.015517062,CD,0
AUGLA,East,2009,2009-12-23,0,CD,0
AUGLA,East,2009,2009-12-24,0,CD,0.254
AUGLA,East,2009,2009-12-25,6.191979409,CD,17.78
AUGLA,East,2009,2009-12-26,3.691655718,CD,0
AUGLA,East,2009,2009-12-27,1.525867164,CD,0
AUGLA,East,2009,2009-12-28,0.988437223,CD,0
AUGLA,East,2009,2009-12-29,0.583957079,CD,0
AUGLA,East,2009,2009-12-30,0.579809548,CD,0
AUGLA,East,2009,2009-12-31,0.562810935,CD,2.54
AUGLA,East,2010,2010-01-01,0.471939259,CD,0
AUGLA,East,2010,2010-01-02,0.386593527,CD,0
AUGLA,East,2010,2010-01-03,0.375726264,CD,0
AUGLA,East,2010,2010-01-04,0.432365105,CD,0
AUGLA,East,2010,2010-01-05,0.417680363,CD,0
AUGLA,East,2010,2010-01-06,0.341131926,CD,0
AUGLA,East,2010,2010-01-07,0.335947134,CD,0
AUGLA,East,2010,2010-01-08,0.213394642,CD,0
AUGLA,East,2010,2010-01-09,0.127763675,CD,0
AUGLA,East,2010,2010-01-10,0.078362879,CD,0
AUGLA,East,2010,2010-01-11,0.163864524,CD,0
AUGLA,East,2010,2010-01-12,0.040018573,CD,0
AUGLA,East,2010,2010-01-13,0.014235723,CD,0
AUGLA,East,2010,2010-01-14,0.074272213,CD,0
AUGLA,East,2010,2010-01-15,0.066992037,CD,0
AUGLA,East,2010,2010-01-16,0.58793312,CD,0
AUGLA,East,2010,2010-01-17,1.848978822,CD,0
AUGLA,East,2010,2010-01-18,1.833112199,CD,0
AUGLA,East,2010,2010-01-19,1.410038987,CD,0
AUGLA,East,2010,2010-01-20,1.164722819,CD,0
AUGLA,East,2010,2010-01-21,0.965275791,CD,3.048
AUGLA,East,2010,2010-01-22,2.890705269,CD,0.508
AUGLA,East,2010,2010-01-23,4.366710832,CD,0
AUGLA,East,2010,2010-01-24,9.084955481,CD,11.938
AUGLA,East,2010,2010-01-25,8.405557985,CD,3.556
AUGLA,East,2010,2010-01-26,2.040570903,CD,0
AUGLA,East,2010,2010-01-27,1.37042298,CD,0
AUGLA,East,2010,2010-01-28,0.975563127,CD,0
AUGLA,East,2010,2010-01-29,0.63885149,CD,0
AUGLA,East,2010,2010-01-30,0.609581978,CD,0
AUGLA,East,2010,2010-01-31,0.466282936,CD,0
AUGLA,East,2010,2010-02-01,0.36604646,CD,0
AUGLA,East,2010,2010-02-02,0.247426239,CD,1.778
AUGLA,East,2010,2010-02-03,0,CD,0
AUGLA,East,2010,2010-02-04,0,CD,0
AUGLA,East,2010,2010-02-05,0,CD,0
AUGLA,East,2010,2010-02-06,0,CD,0
AUGLA,East,2010,2010-02-07,0,CD,0
AUGLA,East,2010,2010-02-08,0,CD,0
AUGLA,East,2010,2010-02-09,0,CD,0.254
AUGLA,East,2010,2010-02-10,0,CD,0
AUGLA,East,2010,2010-02-11,0,CD,0
AUGLA,East,2010,2010-02-12,0,CD,0.254
AUGLA,East,2010,2010-02-13,0,CD,0
AUGLA,East,2010,2010-02-14,0,CD,0
AUGLA,East,2010,2010-02-15,0,CD,0
AUGLA,East,2010,2010-02-16,0,CD,0
AUGLA,East,2010,2010-02-17,0,CD,0
AUGLA,East,2010,2010-02-18,0,CD,0
AUGLA,East,2010,2010-02-19,0,CD,0
AUGLA,East,2010,2010-02-20,0,CD,0
AUGLA,East,2010,2010-02-21,0,CD,1.27
AUGLA,East,2010,2010-02-22,0,CD,2.032
AUGLA,East,2010,2010-02-23,0,CD,0
AUGLA,East,2010,2010-02-24,0,CD,0
AUGLA,East,2010,2010-02-25,0,CD,0
AUGLA,East,2010,2010-02-26,0,CD,0
AUGLA,East,2010,2010-02-27,0,CD,0
AUGLA,East,2010,2010-02-28,0,CD,0
AUGLA,East,2010,2010-03-01,0.088286882,CD,0
AUGLA,East,2010,2010-03-02,1.166424966,CD,0
AUGLA,East,2010,2010-03-03,0.804109052,CD,0.254
AUGLA,East,2010,2010-03-04,0.383100134,CD,0
AUGLA,East,2010,2010-03-05,0.138420581,CD,0
AUGLA,East,2010,2010-03-06,0.582165167,CD,0
AUGLA,East,2010,2010-03-07,2.825446708,CD,0
AUGLA,East,2010,2010-03-08,7.038697329,CD,0
AUGLA,East,2010,2010-03-09,9.4872930620000009,CD,0.254
AUGLA,East,2010,2010-03-10,10.48444426,CD,2.032
AUGLA,East,2010,2010-03-11,9.941927231,CD,1.778
AUGLA,East,2010,2010-03-12,7.017750779,CD,3.048
AUGLA,East,2010,2010-03-13,8.585934677,CD,13.462
AUGLA,East,2010,2010-03-14,8.710031083,CD,4.572
AUGLA,East,2010,2010-03-15,4.083020229,CD,0
AUGLA,East,2010,2010-03-16,1.859425492,CD,0
AUGLA,East,2010,2010-03-17,0.531980663,CD,0
AUGLA,East,2010,2010-03-18,0.040609796,CD,0
AUGLA,East,2010,2010-03-19,0,CD,0
AUGLA,East,2010,2010-03-20,0,CD,0
AUGLA,East,2010,2010-03-21,0,CD,0
AUGLA,East,2010,2010-03-22,2.669461247,CD,17.78
AUGLA,East,2010,2010-03-23,2.667415105,CD,0.254
AUGLA,East,2010,2010-03-24,0.628821399,CD,0
AUGLA,East,2010,2010-03-25,0.941181497,CD,7.366
AUGLA,East,2010,2010-03-26,3.707476422,CD,1.524
AUGLA,East,2010,2010-03-27,2.440563267,CD,0
AUGLA,East,2010,2010-03-28,4.174772155,CD,11.938
AUGLA,East,2010,2010-03-29,4.296328369,CD,0.254
AUGLA,East,2010,2010-03-30,1.437997552,CD,0
AUGLA,East,2010,2010-03-31,0.443134055,CD,0
AUGLA,East,2010,2010-04-01,0.012942362,CD,0
AUGLA,East,2010,2010-04-02,2.64438796,CD,0
AUGLA,East,2010,2010-04-03,1.810385846,CD,0
AUGLA,East,2010,2010-04-04,1.215611613,CD,0
AUGLA,East,2010,2010-04-05,0.978131395,CD,0
AUGLA,East,2010,2010-04-06,0.957587747,CD,0
AUGLA,East,2010,2010-04-07,0.910461502,CD,0
AUGLA,East,2010,2010-04-08,5.706136918,CD,21.844
AUGLA,East,2010,2010-04-09,2.239639498,CD,0
AUGLA,East,2010,2010-04-10,1.279544137,CD,0
AUGLA,East,2010,2010-04-11,0.957009791,CD,0
AUGLA,East,2010,2010-04-12,0.73005147,CD,0
AUGLA,East,2010,2010-04-13,0.663114803,CD,0
AUGLA,East,2010,2010-04-14,0.616662191,CD,0
AUGLA,East,2010,2010-04-15,0.603931723,CD,0
AUGLA,East,2010,2010-04-16,0.667544452,CD,1.016
AUGLA,East,2010,2010-04-17,0.637453885,CD,0
AUGLA,East,2010,2010-04-18,0.560831285,CD,0
AUGLA,East,2010,2010-04-19,0.477049365,CD,0
AUGLA,East,2010,2010-04-20,0.413149038,CD,0
AUGLA,East,2010,2010-04-21,0.366386452,CD,0
AUGLA,East,2010,2010-04-22,0.359482634,CD,0
AUGLA,East,2010,2010-04-23,0.333274067,CD,0.254
AUGLA,East,2010,2010-04-24,0.397193983,CD,12.192
AUGLA,East,2010,2010-04-25,0.552999764,CD,3.048
AUGLA,East,2010,2010-04-26,1.170866659,CD,0.762
AUGLA,East,2010,2010-04-27,1.167221881,CD,0.508
AUGLA,East,2010,2010-04-28,0.859892536,CD,1.27
AUGLA,East,2010,2010-04-29,0.710716377,CD,0
AUGLA,East,2010,2010-04-30,0.68143797800000006,CD,0
AUGLA,East,2010,2010-05-01,0.610197557,CD,1.524
AUGLA,East,2010,2010-05-02,3.388984766,CD,0.762
AUGLA,East,2010,2010-05-03,2.619955267,CD,0.508
AUGLA,East,2010,2010-05-04,3.662029537,CD,2.54
AUGLA,East,2010,2010-05-05,1.507761728,CD,2.286
AUGLA,East,2010,2010-05-06,0.971005283,CD,3.302
AUGLA,East,2010,2010-05-07,0.932534216,CD,2.032
AUGLA,East,2010,2010-05-08,0.729691032,CD,0.254
AUGLA,East,2010,2010-05-09,0.564035336,CD,0
AUGLA,East,2010,2010-05-10,0.435534165,CD,0
AUGLA,East,2010,2010-05-11,2.461325682,CD,12.954
AUGLA,East,2010,2010-05-12,1.720237604,CD,2.286
AUGLA,East,2010,2010-05-13,1.061210363,CD,0.254
AUGLA,East,2010,2010-05-14,0.768700077,CD,0.762
AUGLA,East,2010,2010-05-15,0.644158141,CD,0
AUGLA,East,2010,2010-05-16,0.653232228,CD,0
AUGLA,East,2010,2010-05-17,1.707850213,CD,8.89
AUGLA,East,2010,2010-05-18,3.769138134,CD,2.032
AUGLA,East,2010,2010-05-19,6.551517668,CD,1.016
AUGLA,East,2010,2010-05-20,2.134080348,CD,1.016
AUGLA,East,2010,2010-05-21,1.734639231,CD,0.762
AUGLA,East,2010,2010-05-22,2.041827769,CD,0.508
AUGLA,East,2010,2010-05-23,1.27218399,CD,0.508
AUGLA,East,2010,2010-05-24,0.762358308,CD,0
AUGLA,East,2010,2010-05-25,0.573119727,CD,0
AUGLA,East,2010,2010-05-26,0.513650128,CD,0
AUGLA,East,2010,2010-05-27,0.512929574,CD,0
AUGLA,East,2010,2010-05-28,0.466077685,CD,0.254
AUGLA,East,2010,2010-05-29,0.347706106,CD,0
AUGLA,East,2010,2010-05-30,0.158017299,CD,0
AUGLA,East,2010,2010-05-31,0.553183146,CD,0.508
AUGLA,East,2010,2010-06-01,1.168296191,CD,2.032
AUGLA,East,2010,2010-06-02,0.755008111,CD,0.508
AUGLA,East,2010,2010-06-03,0.447227511,CD,0.508
AUGLA,East,2010,2010-06-04,0.280685871,CD,0.254
AUGLA,East,2010,2010-06-05,1.743944458,CD,0.254
AUGLA,East,2010,2010-06-06,1.561679215,CD,0.254
AUGLA,East,2010,2010-06-07,0.928762372,CD,0.254
AUGLA,East,2010,2010-06-08,0.556925335,CD,0.254
AUGLA,East,2010,2010-06-09,6.861734207,CD,0.254
AUGLA,East,2010,2010-06-10,1.871336204,CD,0.254
AUGLA,East,2010,2010-06-11,5.808943597,CD,0.254
AUGLA,East,2010,2010-06-12,10.36933954,CD,0.508
AUGLA,East,2010,2010-06-13,10.52783558,CD,0.254
AUGLA,East,2010,2010-06-14,10.61351817,CD,0.254
AUGLA,East,2010,2010-06-15,10.49898952,CD,0.508
AUGLA,East,2010,2010-06-16,7.773321306,CD,0.254
AUGLA,East,2010,2010-06-17,1.2025013,CD,0.254
AUGLA,East,2010,2010-06-18,0.689278623,CD,0.508
AUGLA,East,2010,2010-06-19,0.497157069,CD,0
AUGLA,East,2010,2010-06-20,0.327241113,CD,0.254
AUGLA,East,2010,2010-06-21,0.309366748,CD,0.254
AUGLA,East,2010,2010-06-22,0.268438608,CD,0.254
AUGLA,East,2010,2010-06-23,0.229858451,CD,0
AUGLA,East,2010,2010-06-24,0.267943468,CD,2.286
AUGLA,East,2010,2010-06-25,0.220355202,CD,0
AUGLA,East,2010,2010-06-26,0.188661793,CD,0.762
AUGLA,East,2010,2010-06-27,1.099408663,CD,25.4
AUGLA,East,2010,2010-06-28,8.820338739,CD,15.748
AUGLA,East,2010,2010-06-29,1.561230312,CD,0
AUGLA,East,2010,2010-06-30,0.745832827,CD,0
AUGLA,East,2010,2010-07-01,0.402522879,CD,0
AUGLA,East,2010,2010-07-02,0.234989763,CD,0
AUGLA,East,2010,2010-07-03,0.183279667,CD,0
AUGLA,East,2010,2010-07-04,0.096693678,CD,0
AUGLA,East,2010,2010-07-05,0.055748166,CD,0
AUGLA,East,2010,2010-07-06,0.031528072,CD,0
AUGLA,East,2010,2010-07-07,0.007467873,CD,0
AUGLA,East,2010,2010-07-08,0.006237849,CD,2.032
AUGLA,East,2010,2010-07-09,0,CD,0.254
AUGLA,East,2010,2010-07-10,0,CD,0.254
AUGLA,East,2010,2010-07-11,0,CD,0
AUGLA,East,2010,2010-07-12,0,CD,3.81
AUGLA,East,2010,2010-07-13,0,CD,0.254
AUGLA,East,2010,2010-07-14,0,CD,0.254
AUGLA,East,2010,2010-07-15,0,CD,0
AUGLA,East,2010,2010-07-16,0,CD,2.54
AUGLA,East,2010,2010-07-17,0,CD,0
AUGLA,East,2010,2010-07-18,0,CD,1.524
AUGLA,East,2010,2010-07-19,0,CD,1.524
AUGLA,East,2010,2010-07-20,0,CD,0.508
AUGLA,East,2010,2010-07-21,0,CD,0
AUGLA,East,2010,2010-07-22,0,CD,0
AUGLA,East,2010,2010-07-23,0,CD,0
AUGLA,East,2010,2010-07-24,0,CD,0
AUGLA,East,2010,2010-07-25,0,CD,0
AUGLA,East,2010,2010-07-26,0,CD,0
AUGLA,East,2010,2010-07-27,0,CD,0
AUGLA,East,2010,2010-07-28,0,CD,0
AUGLA,East,2010,2010-07-29,0,CD,0
AUGLA,East,2010,2010-07-30,0,CD,0
AUGLA,East,2010,2010-07-31,0,CD,2.032
AUGLA,East,2010,2010-08-01,0,CD,0
AUGLA,East,2010,2010-08-02,0,CD,0
AUGLA,East,2010,2010-08-03,0,CD,2.286
AUGLA,East,2010,2010-08-04,0,CD,1.016
AUGLA,East,2010,2010-08-05,0,CD,0.762
AUGLA,East,2010,2010-08-06,0,CD,0.254
AUGLA,East,2010,2010-08-07,0,CD,0.254
AUGLA,East,2010,2010-08-08,0,CD,0.254
AUGLA,East,2010,2010-08-09,0,CD,0.254
AUGLA,East,2010,2010-08-10,0,CD,0
AUGLA,East,2010,2010-08-11,0,CD,2.032
AUGLA,East,2010,2010-08-12,0,CD,1.524
AUGLA,East,2010,2010-08-13,0,CD,0
AUGLA,East,2010,2010-08-14,0,CD,8.89
AUGLA,East,2010,2010-08-15,0,CD,1.524
AUGLA,East,2010,2010-08-16,0,CD,0.762
AUGLA,East,2010,2010-08-17,0,CD,0.254
AUGLA,East,2010,2010-08-18,0,CD,0.508
AUGLA,East,2010,2010-08-19,0,CD,0.254
AUGLA,East,2010,2010-08-20,0,CD,0
AUGLA,East,2010,2010-08-21,0,CD,2.794
AUGLA,East,2010,2010-08-22,0,CD,1.27
AUGLA,East,2010,2010-08-23,0,CD,0.508
AUGLA,East,2010,2010-08-24,0,CD,0.254
AUGLA,East,2010,2010-08-25,0,CD,0.254
AUGLA,East,2010,2010-08-26,0,CD,0
AUGLA,East,2010,2010-08-27,0,CD,0
AUGLA,East,2010,2010-08-28,0,CD,0
AUGLA,East,2010,2010-08-29,0,CD,0
AUGLA,East,2010,2010-08-30,0,CD,0
AUGLA,East,2010,2010-08-31,0,CD,0
AUGLA,East,2010,2010-09-01,0,CD,0
AUGLA,East,2010,2010-09-02,0,CD,0
AUGLA,East,2010,2010-09-03,0,CD,0.254
AUGLA,East,2010,2010-09-04,0,CD,0
AUGLA,East,2010,2010-09-05,0,CD,0
AUGLA,East,2010,2010-09-06,0,CD,0
AUGLA,East,2010,2010-09-07,0,CD,0
AUGLA,East,2010,2010-09-08,0,CD,0
AUGLA,East,2010,2010-09-09,0,CD,0
AUGLA,East,2010,2010-09-10,0,CD,0
AUGLA,East,2010,2010-09-11,0,CD,3.048
AUGLA,East,2010,2010-09-12,0,CD,0
AUGLA,East,2010,2010-09-13,0,CD,0
AUGLA,East,2010,2010-09-14,0,CD,0
AUGLA,East,2010,2010-09-15,0,CD,0
AUGLA,East,2010,2010-09-16,0,CD,2.794
AUGLA,East,2010,2010-09-17,0,CD,3.048
AUGLA,East,2010,2010-09-18,0,CD,0.254
AUGLA,East,2010,2010-09-19,0,CD,0
AUGLA,East,2010,2010-09-20,0,CD,0
AUGLA,East,2010,2010-09-21,0,CD,0
AUGLA,East,2010,2010-09-22,0,CD,2.032
AUGLA,East,2010,2010-09-23,0,CD,0.508
AUGLA,East,2010,2010-09-24,0,CD,0.254
AUGLA,East,2010,2010-09-25,0,CD,0
AUGLA,East,2010,2010-09-26,0,CD,0
AUGLA,East,2010,2010-09-27,0,CD,2.286
AUGLA,East,2010,2010-09-28,0,CD,1.27
AUGLA,East,2010,2010-09-29,0,CD,1.016
AUGLA,East,2010,2010-09-30,0,CD,0.254
AUGLA,East,2010,2010-10-01,0,CD,0.254
AUGLA,East,2010,2010-10-02,0,CD,0.254
AUGLA,East,2010,2010-10-03,0,CD,0.254
AUGLA,East,2010,2010-10-04,0,CD,0
AUGLA,East,2010,2010-10-05,0,CD,0.254
AUGLA,East,2010,2010-10-06,0,CD,0
AUGLA,East,2010,2010-10-07,0,CD,0
AUGLA,East,2010,2010-10-08,0,CD,0
AUGLA,East,2010,2010-10-09,0,CD,0
AUGLA,East,2010,2010-10-10,0,CD,0
AUGLA,East,2010,2010-10-11,0,CD,0
AUGLA,East,2010,2010-10-12,0,CD,0
AUGLA,East,2010,2010-10-13,0,CD,2.794
