siteid,plotid,dwm,year,date,flow
DPAC,SW,FD,2011,2011-03-15,0.9021
DPAC,SW,FD,2011,2011-03-16,1.0634
DPAC,SW,FD,2011,2011-03-17,0.396
DPAC,SW,FD,2011,2011-03-18,0.1883
DPAC,SW,FD,2011,2011-03-19,0.1087
DPAC,SW,FD,2011,2011-03-20,0.1546
DPAC,SW,FD,2011,2011-03-21,0.1214
DPAC,SW,FD,2011,2011-03-22,0.1366
DPAC,SW,FD,2011,2011-03-23,0.1804
DPAC,SW,FD,2011,2011-03-24,0.0672
DPAC,SW,FD,2011,2011-03-25,0.0916
DPAC,SW,FD,2011,2011-03-26,0.0918
DPAC,SW,FD,2011,2011-03-27,0.0746
DPAC,SW,FD,2011,2011-03-28,0.0548
DPAC,SW,FD,2011,2011-03-29,0.0478
DPAC,SW,FD,2011,2011-03-30,0.0985
DPAC,SW,FD,2011,2011-03-31,0.1153
DPAC,SW,FD,2011,2011-04-01,0.098
DPAC,SW,FD,2011,2011-04-02,0.0359
DPAC,SW,FD,2011,2011-04-03,0.0544
DPAC,SW,FD,2011,2011-04-04,3.9151
DPAC,SW,FD,2011,2011-04-05,6.6067
DPAC,SW,FD,2011,2011-04-06,1.8259
DPAC,SW,FD,2011,2011-04-07,0.3548
DPAC,SW,FD,2011,2011-04-08,1.3427
DPAC,SW,FD,2011,2011-04-09,2.9323
DPAC,SW,FD,2011,2011-04-10,4.9149
DPAC,SW,FD,2011,2011-04-11,3.0452
DPAC,SW,FD,2011,2011-04-12,3.1145
DPAC,SW,FD,2011,2011-04-13,0.481
DPAC,SW,FD,2011,2011-04-14,0.2333
DPAC,SW,FD,2011,2011-04-15,0.2193
DPAC,SW,FD,2011,2011-04-16,0.292
DPAC,SW,FD,2011,2011-04-17,0.1641
DPAC,SW,FD,2011,2011-04-18,0.1573
DPAC,SW,FD,2011,2011-04-19,3.4562
DPAC,SW,FD,2011,2011-04-20,8.9327
DPAC,SW,FD,2011,2011-04-21,4.8672
DPAC,SW,FD,2011,2011-04-22,1.7025
DPAC,SW,FD,2011,2011-04-23,1.2773
DPAC,SW,FD,2011,2011-04-24,0.9994
DPAC,SW,FD,2011,2011-04-25,4.8616
DPAC,SW,FD,2011,2011-04-26,6.5243
DPAC,SW,FD,2011,2011-04-27,6.8056
DPAC,SW,FD,2011,2011-04-28,8.5559
DPAC,SW,FD,2011,2011-04-29,4.7833
DPAC,SW,FD,2011,2011-04-30,1.3036
DPAC,SW,FD,2011,2011-05-01,0.5122
DPAC,SW,FD,2011,2011-05-02,0.9303
DPAC,SW,FD,2011,2011-05-03,6.7236
DPAC,SW,FD,2011,2011-05-04,4.4084
DPAC,SW,FD,2011,2011-05-05,1.5258
DPAC,SW,FD,2011,2011-05-06,0.716
DPAC,SW,FD,2011,2011-05-07,0.6432
DPAC,SW,FD,2011,2011-05-08,1.2006
DPAC,SW,FD,2011,2011-05-09,0.6319
DPAC,SW,FD,2011,2011-05-10,0.4672
DPAC,SW,FD,2011,2011-05-11,0.4007
DPAC,SW,FD,2011,2011-05-12,0.3642
DPAC,SW,FD,2011,2011-05-13,0.3569
DPAC,SW,FD,2011,2011-05-14,0.4199
DPAC,SW,FD,2011,2011-05-15,3.2674
DPAC,SW,FD,2011,2011-05-16,3.1394
DPAC,SW,FD,2011,2011-05-17,1.1242
DPAC,SW,FD,2011,2011-05-18,1.64
DPAC,SW,FD,2011,2011-05-19,1.1383
DPAC,SW,FD,2011,2011-05-20,0.6569
DPAC,SW,FD,2011,2011-05-21,0.497
DPAC,SW,FD,2011,2011-05-22,0.4066
DPAC,SW,FD,2011,2011-05-23,0.376
DPAC,SW,FD,2011,2011-05-24,0.2749
DPAC,SW,FD,2011,2011-05-25,0.5613
DPAC,SW,FD,2011,2011-05-26,7.1657
DPAC,SW,FD,2011,2011-05-27,5.5455
DPAC,SW,FD,2011,2011-05-28,2.1853
DPAC,SW,FD,2011,2011-05-29,2.2098
DPAC,SW,FD,2011,2011-05-30,0.7532
DPAC,SW,FD,2011,2011-05-31,0.3526
DPAC,SW,FD,2011,2011-06-01,0.1975
DPAC,SW,FD,2011,2011-06-02,0.1529
DPAC,SW,FD,2011,2011-06-03,0.1062
DPAC,SW,FD,2011,2011-06-04,0.0838
DPAC,SW,FD,2011,2011-06-05,0.0587
DPAC,SW,FD,2011,2011-06-06,0.0569
DPAC,SW,FD,2011,2011-06-07,0.052
DPAC,SW,FD,2011,2011-06-08,0.0319
DPAC,SW,FD,2011,2011-06-09,0.0182
DPAC,SW,FD,2011,2011-06-10,0.0329
DPAC,SW,FD,2011,2011-06-11,0.0293
DPAC,SW,FD,2011,2011-06-12,0.0029
DPAC,SW,FD,2011,2011-06-13,0
DPAC,SW,FD,2011,2011-06-14,1e-4
DPAC,SW,FD,2011,2011-06-15,0.1052
DPAC,SW,FD,2011,2011-06-16,0.1726
DPAC,SW,FD,2011,2011-06-17,0.0515
DPAC,SW,FD,2011,2011-06-18,2.3527
DPAC,SW,FD,2011,2011-06-19,6.4673
DPAC,SW,FD,2011,2011-06-20,5.7739
DPAC,SW,FD,2011,2011-06-21,4.8402
DPAC,SW,FD,2011,2011-06-22,1.3939
DPAC,SW,FD,2011,2011-06-23,0.5684
DPAC,SW,FD,2011,2011-06-24,0.2889
DPAC,SW,FD,2011,2011-06-25,0.1177
DPAC,SW,FD,2011,2011-06-26,0.0668
DPAC,SW,FD,2011,2011-06-27,0.0681
DPAC,SW,FD,2011,2011-06-28,0.0389
DPAC,SW,FD,2011,2011-06-29,0.0077
DPAC,SW,FD,2011,2011-06-30,0.0144
DPAC,SW,FD,2011,2011-07-01,0.0174
DPAC,SW,FD,2011,2011-07-02,0.0165
DPAC,SW,FD,2011,2011-07-03,0.0298
DPAC,SW,FD,2011,2011-07-04,0.0267
DPAC,SW,FD,2011,2011-07-05,0.0168
DPAC,SW,FD,2011,2011-07-06,0.0126
DPAC,SW,FD,2011,2011-07-07,0.0113
DPAC,SW,FD,2011,2011-07-08,0.023
DPAC,SW,FD,2011,2011-07-09,0.0046
DPAC,SW,FD,2011,2011-07-10,0
DPAC,SW,FD,2011,2011-07-11,0
DPAC,SW,FD,2011,2011-07-12,0
DPAC,SW,FD,2011,2011-07-13,0
DPAC,SW,FD,2011,2011-07-14,0
DPAC,SW,FD,2011,2011-07-15,0
DPAC,SW,FD,2011,2011-07-16,0
DPAC,SW,FD,2011,2011-07-17,0
DPAC,SW,FD,2011,2011-07-18,0
DPAC,SW,FD,2011,2011-07-19,0
DPAC,SW,FD,2011,2011-07-20,0
DPAC,SW,FD,2011,2011-07-21,0
DPAC,SW,FD,2011,2011-07-22,0
DPAC,SW,FD,2011,2011-07-23,0
DPAC,SW,FD,2011,2011-07-24,0
DPAC,SW,FD,2011,2011-07-25,0
DPAC,SW,FD,2011,2011-07-26,0
DPAC,SW,FD,2011,2011-07-27,0
DPAC,SW,FD,2011,2011-07-28,0
DPAC,SW,FD,2011,2011-07-29,0
DPAC,SW,FD,2011,2011-07-30,0
DPAC,SW,FD,2011,2011-07-31,0
DPAC,SW,FD,2011,2011-08-01,0
DPAC,SW,FD,2011,2011-08-02,0
DPAC,SW,FD,2011,2011-08-03,0
DPAC,SW,FD,2011,2011-08-04,0
DPAC,SW,FD,2011,2011-08-05,0
DPAC,SW,FD,2011,2011-08-06,0
DPAC,SW,FD,2011,2011-08-07,0
DPAC,SW,FD,2011,2011-08-08,0
DPAC,SW,FD,2011,2011-08-09,0
DPAC,SW,FD,2011,2011-08-10,0
DPAC,SW,FD,2011,2011-08-11,0
DPAC,SW,FD,2011,2011-08-12,0
DPAC,SW,FD,2011,2011-08-13,0
DPAC,SW,FD,2011,2011-08-14,0
DPAC,SW,FD,2011,2011-08-15,0
DPAC,SW,FD,2011,2011-08-16,0
DPAC,SW,FD,2011,2011-08-17,0
DPAC,SW,FD,2011,2011-08-18,0
DPAC,SW,FD,2011,2011-08-19,0
DPAC,SW,FD,2011,2011-08-20,0
DPAC,SW,FD,2011,2011-08-21,0
DPAC,SW,FD,2011,2011-08-22,0
DPAC,SW,FD,2011,2011-08-23,0
DPAC,SW,FD,2011,2011-08-24,0
DPAC,SW,FD,2011,2011-08-25,0
DPAC,SW,FD,2011,2011-08-26,0
DPAC,SW,FD,2011,2011-08-27,0
DPAC,SW,FD,2011,2011-08-28,0
DPAC,SW,FD,2011,2011-08-29,0
DPAC,SW,FD,2011,2011-08-30,0
DPAC,SW,FD,2011,2011-08-31,0
DPAC,SW,FD,2011,2011-09-01,0
DPAC,SW,FD,2011,2011-09-02,0
DPAC,SW,FD,2011,2011-09-03,0
DPAC,SW,FD,2011,2011-09-04,0
DPAC,SW,FD,2011,2011-09-05,0
DPAC,SW,FD,2011,2011-09-06,0
DPAC,SW,FD,2011,2011-09-07,0
DPAC,SW,FD,2011,2011-09-08,0
DPAC,SW,FD,2011,2011-09-09,0
DPAC,SW,FD,2011,2011-09-10,0
DPAC,SW,FD,2011,2011-09-11,0
DPAC,SW,FD,2011,2011-09-12,0
DPAC,SW,FD,2011,2011-09-13,0
DPAC,SW,FD,2011,2011-09-14,0
DPAC,SW,FD,2011,2011-09-15,0
DPAC,SW,FD,2011,2011-09-16,0
DPAC,SW,FD,2011,2011-09-17,0
DPAC,SW,FD,2011,2011-09-18,0
DPAC,SW,FD,2011,2011-09-19,0
DPAC,SW,FD,2011,2011-09-20,0
DPAC,SW,FD,2011,2011-09-21,0
DPAC,SW,FD,2011,2011-09-22,0
DPAC,SW,FD,2011,2011-09-23,0
DPAC,SW,FD,2011,2011-09-24,0
DPAC,SW,FD,2011,2011-09-25,0
DPAC,SW,FD,2011,2011-09-26,0
DPAC,SW,FD,2011,2011-09-27,0
DPAC,SW,FD,2011,2011-09-28,0
DPAC,SW,FD,2011,2011-09-29,0
DPAC,SW,FD,2011,2011-09-30,0
DPAC,SW,FD,2011,2011-10-01,0
DPAC,SW,FD,2011,2011-10-02,0
DPAC,SW,FD,2011,2011-10-03,0
DPAC,SW,FD,2011,2011-10-04,0
DPAC,SW,FD,2011,2011-10-05,0
DPAC,SW,FD,2011,2011-10-06,0
DPAC,SW,FD,2011,2011-10-07,0
DPAC,SW,FD,2011,2011-10-08,0
DPAC,SW,FD,2011,2011-10-09,0
DPAC,SW,FD,2011,2011-10-10,0
DPAC,SW,FD,2011,2011-10-11,0
DPAC,SW,FD,2011,2011-10-12,0
DPAC,SW,FD,2011,2011-10-13,0
DPAC,SW,FD,2011,2011-10-14,0
DPAC,SW,FD,2011,2011-10-15,0
DPAC,SW,FD,2011,2011-10-16,0
DPAC,SW,FD,2011,2011-10-17,0
DPAC,SW,FD,2011,2011-10-18,0
DPAC,SW,FD,2011,2011-10-19,0
DPAC,SW,FD,2011,2011-10-20,0.2278
DPAC,SW,FD,2011,2011-10-21,0
DPAC,SW,FD,2011,2011-10-22,0
DPAC,SW,FD,2011,2011-10-23,0
DPAC,SW,FD,2011,2011-10-24,0
DPAC,SW,FD,2011,2011-10-25,0
DPAC,SW,FD,2011,2011-10-26,0
DPAC,SW,FD,2011,2011-10-27,0
DPAC,SW,FD,2011,2011-10-28,0
DPAC,SW,FD,2011,2011-10-29,0
DPAC,SW,FD,2011,2011-10-30,0
DPAC,SW,FD,2011,2011-10-31,0
DPAC,SW,FD,2011,2011-11-01,0
DPAC,SW,FD,2011,2011-11-02,0
DPAC,SW,FD,2011,2011-11-03,0
DPAC,SW,FD,2011,2011-11-04,0
DPAC,SW,FD,2011,2011-11-05,0
DPAC,SW,FD,2011,2011-11-06,0
DPAC,SW,FD,2011,2011-11-07,0
DPAC,SW,FD,2011,2011-11-08,0
DPAC,SW,FD,2011,2011-11-09,0
DPAC,SW,FD,2011,2011-11-10,0
DPAC,SW,FD,2011,2011-11-11,0
DPAC,SW,FD,2011,2011-11-12,0
DPAC,SW,FD,2011,2011-11-13,0
DPAC,SW,FD,2011,2011-11-14,3.8758
DPAC,SW,FD,2011,2011-11-15,6.5669
DPAC,SW,FD,2011,2011-11-16,1.9678
DPAC,SW,FD,2011,2011-11-17,0.1982
DPAC,SW,FD,2011,2011-11-18,0.0137
DPAC,SW,FD,2011,2011-11-19,2e-4
DPAC,SW,FD,2011,2011-11-20,0
DPAC,SW,FD,2011,2011-11-21,0
DPAC,SW,FD,2011,2011-11-22,1.1219
DPAC,SW,FD,2011,2011-11-23,3.0923
DPAC,SW,FD,2011,2011-11-24,0.551
DPAC,SW,FD,2011,2011-11-25,0.1661
DPAC,SW,FD,2011,2011-11-26,0.0502
DPAC,SW,FD,2011,2011-11-27,0.6136
DPAC,SW,FD,2011,2011-11-28,4.4459
DPAC,SW,FD,2011,2011-11-29,8.2557
DPAC,SW,FD,2011,2011-11-30,7.0806
DPAC,SW,FD,2011,2011-12-01,4.484
DPAC,SW,FD,2011,2011-12-02,2.7869
DPAC,SW,FD,2011,2011-12-03,3.0329
DPAC,SW,FD,2011,2011-12-04,4.6944
DPAC,SW,FD,2011,2011-12-05,8.5375
DPAC,SW,FD,2011,2011-12-06,5.6639
DPAC,SW,FD,2011,2011-12-07,2.6906
DPAC,SW,FD,2011,2011-12-08,1.3014
DPAC,SW,FD,2011,2011-12-09,0.7241
DPAC,SW,FD,2011,2011-12-10,0.4978
DPAC,SW,FD,2011,2011-12-11,0.3993
DPAC,SW,FD,2011,2011-12-12,0.3174
DPAC,SW,FD,2011,2011-12-13,0.2538
DPAC,SW,FD,2011,2011-12-14,0.9799
DPAC,SW,FD,2011,2011-12-15,8.431
DPAC,SW,FD,2011,2011-12-16,3.1014
DPAC,SW,FD,2011,2011-12-17,1.4478
DPAC,SW,FD,2011,2011-12-18,0.7428
DPAC,SW,FD,2011,2011-12-19,0.5455
DPAC,SW,FD,2011,2011-12-20,4.1316
DPAC,SW,FD,2011,2011-12-21,7.5147
DPAC,SW,FD,2011,2011-12-22,3.2738
DPAC,SW,FD,2011,2011-12-23,1.5754
DPAC,SW,FD,2011,2011-12-24,0.7857
DPAC,SW,FD,2011,2011-12-25,0.5652
DPAC,SW,FD,2011,2011-12-26,0.4073
DPAC,SW,FD,2011,2011-12-27,1.5471
DPAC,SW,FD,2011,2011-12-28,2.5746000000000002
DPAC,SW,FD,2011,2011-12-29,1.2485
DPAC,SW,FD,2011,2011-12-30,1.4811
DPAC,SW,FD,2011,2011-12-31,2.2727
DPAC,SW,FD,2012,2012-01-01,1.2955
DPAC,SW,FD,2012,2012-01-02,0.7938
DPAC,SW,FD,2012,2012-01-03,0.5199
DPAC,SW,FD,2012,2012-01-04,0.4701
DPAC,SW,FD,2012,2012-01-05,0.3621
DPAC,SW,FD,2012,2012-01-06,0.3529
DPAC,SW,FD,2012,2012-01-07,0.2534
DPAC,SW,FD,2012,2012-01-08,0.1946
DPAC,SW,FD,2012,2012-01-09,0.2448
DPAC,SW,FD,2012,2012-01-10,0.2275
DPAC,SW,FD,2012,2012-01-11,1.2316
DPAC,SW,FD,2012,2012-01-12,2.9263
DPAC,SW,FD,2012,2012-01-13,0.9175
DPAC,SW,FD,2012,2012-01-14,0.4913
DPAC,SW,FD,2012,2012-01-15,0.3261
DPAC,SW,FD,2012,2012-01-16,0.3889
DPAC,SW,FD,2012,2012-01-17,6.1295
DPAC,SW,FD,2012,2012-01-18,2.8625
DPAC,SW,FD,2012,2012-01-19,1.1843
DPAC,SW,FD,2012,2012-01-20,0.5557
DPAC,SW,FD,2012,2012-01-21,0.3795
DPAC,SW,FD,2012,2012-01-22,0.3549
DPAC,SW,FD,2012,2012-01-23,7.8767
DPAC,SW,FD,2012,2012-01-24,3.3101
DPAC,SW,FD,2012,2012-01-25,1.5091
DPAC,SW,FD,2012,2012-01-26,5.8953
DPAC,SW,FD,2012,2012-01-27,4.6929
DPAC,SW,FD,2012,2012-01-28,2.0199
DPAC,SW,FD,2012,2012-01-29,1.0149
DPAC,SW,FD,2012,2012-01-30,0.6453
DPAC,SW,FD,2012,2012-01-31,0.3869
DPAC,SW,FD,2012,2012-02-01,0.3561
DPAC,SW,FD,2012,2012-02-02,0.2578
DPAC,SW,FD,2012,2012-02-03,0.1964
DPAC,SW,FD,2012,2012-02-04,0.5702
DPAC,SW,FD,2012,2012-02-05,1.1786
DPAC,SW,FD,2012,2012-02-06,0.7938
DPAC,SW,FD,2012,2012-02-07,0.4858
DPAC,SW,FD,2012,2012-02-08,0.367
DPAC,SW,FD,2012,2012-02-09,0.3244
DPAC,SW,FD,2012,2012-02-10,0.3604
DPAC,SW,FD,2012,2012-02-11,0.1928
DPAC,SW,FD,2012,2012-02-12,0.1284
DPAC,SW,FD,2012,2012-02-13,0.1623
DPAC,SW,FD,2012,2012-02-14,0.1927
DPAC,SW,FD,2012,2012-02-15,0.0828
DPAC,SW,FD,2012,2012-02-16,1.1952
DPAC,SW,FD,2012,2012-02-17,0.9698
DPAC,SW,FD,2012,2012-02-18,0.5386
DPAC,SW,FD,2012,2012-02-19,0.3496
DPAC,SW,FD,2012,2012-02-20,0.2195
DPAC,SW,FD,2012,2012-02-21,0.3901
DPAC,SW,FD,2012,2012-02-22,0.5062
DPAC,SW,FD,2012,2012-02-23,0.4109
DPAC,SW,FD,2012,2012-02-24,0.3783
DPAC,SW,FD,2012,2012-02-25,0.2203
DPAC,SW,FD,2012,2012-02-26,0.2361
DPAC,SW,FD,2012,2012-02-27,0.2133
DPAC,SW,FD,2012,2012-02-28,0.2191
DPAC,SW,FD,2012,2012-02-29,4.7747
DPAC,SW,FD,2012,2012-03-01,1.7531
DPAC,SW,FD,2012,2012-03-02,5.1857
DPAC,SW,FD,2012,2012-03-03,3.689
DPAC,SW,FD,2012,2012-03-04,1.5848
DPAC,SW,FD,2012,2012-03-05,0.6827
DPAC,SW,FD,2012,2012-03-06,0.5529
DPAC,SW,FD,2012,2012-03-07,0.4412
DPAC,SW,FD,2012,2012-03-08,2.0798
DPAC,SW,FD,2012,2012-03-09,1.3938
DPAC,SW,FD,2012,2012-03-10,0.7955
DPAC,SW,FD,2012,2012-03-11,0.597
DPAC,SW,FD,2012,2012-03-12,0.5258
DPAC,SW,FD,2012,2012-03-13,0.3799
DPAC,SW,FD,2012,2012-03-14,0.3491
DPAC,SW,FD,2012,2012-03-15,0.3189
DPAC,SW,FD,2012,2012-03-16,0.2784
DPAC,SW,FD,2012,2012-03-17,0.2622
DPAC,SW,FD,2012,2012-03-18,0.2466
DPAC,SW,FD,2012,2012-03-19,0.2256
DPAC,SW,FD,2012,2012-03-20,0.2029
DPAC,SW,FD,2012,2012-03-21,0.1898
DPAC,SW,FD,2012,2012-03-22,0.1849
DPAC,SW,FD,2012,2012-03-23,1.727
DPAC,SW,FD,2012,2012-03-24,6.9767
DPAC,SW,FD,2012,2012-03-25,2.309
DPAC,SW,FD,2012,2012-03-26,1.8459
DPAC,SW,FD,2012,2012-03-27,0.6491
DPAC,SW,FD,2012,2012-03-28,0.4606
DPAC,SW,FD,2012,2012-03-29,0.3107
DPAC,SW,FD,2012,2012-03-30,0.3123
DPAC,SW,FD,2012,2012-03-31,0.2087
DPAC,SW,FD,2012,2012-04-01,0.2281
DPAC,SW,FD,2012,2012-04-02,0.1482
DPAC,SW,FD,2012,2012-04-03,0.1573
DPAC,SW,FD,2012,2012-04-04,0.1496
DPAC,SW,FD,2012,2012-04-05,0.1265
DPAC,SW,FD,2012,2012-04-06,0.0954
DPAC,SW,FD,2012,2012-04-07,0.0964
DPAC,SW,FD,2012,2012-04-08,0.1029
DPAC,SW,FD,2012,2012-04-09,0.1154
DPAC,SW,FD,2012,2012-04-10,0.0894
DPAC,SW,FD,2012,2012-04-11,0.0682
DPAC,SW,FD,2012,2012-04-12,0.0642
DPAC,SW,FD,2012,2012-04-13,0.0643
DPAC,SW,FD,2012,2012-04-14,0.0792
DPAC,SW,FD,2012,2012-04-15,0.0818
DPAC,SW,FD,2012,2012-04-16,0.0675
DPAC,SW,FD,2012,2012-04-17,0.0393
DPAC,SW,FD,2012,2012-04-18,0.0598
DPAC,SW,FD,2012,2012-04-19,0.0719
DPAC,SW,FD,2012,2012-04-20,0.0795
DPAC,SW,FD,2012,2012-04-21,0.0534
DPAC,SW,FD,2012,2012-04-22,0.0517
DPAC,SW,FD,2012,2012-04-23,0.0549
DPAC,SW,FD,2012,2012-04-24,0.0544
DPAC,SW,FD,2012,2012-04-25,0.0404
DPAC,SW,FD,2012,2012-04-26,0.0367
DPAC,SW,FD,2012,2012-04-27,0.0164
DPAC,SW,FD,2012,2012-04-28,0.0259
DPAC,SW,FD,2012,2012-04-29,0.021
DPAC,SW,FD,2012,2012-04-30,0.0553
DPAC,SW,FD,2012,2012-05-01,1.6283
DPAC,SW,FD,2012,2012-05-02,2.3114
DPAC,SW,FD,2012,2012-05-03,0.7573
DPAC,SW,FD,2012,2012-05-04,0.4713
DPAC,SW,FD,2012,2012-05-05,0.3345
DPAC,SW,FD,2012,2012-05-06,0.2671
DPAC,SW,FD,2012,2012-05-07,5.6474
DPAC,SW,FD,2012,2012-05-08,6.019
DPAC,SW,FD,2012,2012-05-09,2.1923
DPAC,SW,FD,2012,2012-05-10,0.8443
DPAC,SW,FD,2012,2012-05-11,0.448
DPAC,SW,FD,2012,2012-05-12,0.3392
DPAC,SW,FD,2012,2012-05-13,0.3013
DPAC,SW,FD,2012,2012-05-14,0.2651
DPAC,SW,FD,2012,2012-05-15,0.2337
DPAC,SW,FD,2012,2012-05-16,0.1985
DPAC,SW,FD,2012,2012-05-17,0.1669
DPAC,SW,FD,2012,2012-05-18,0.1647
DPAC,SW,FD,2012,2012-05-19,0.1455
DPAC,SW,FD,2012,2012-05-20,0.1397
DPAC,SW,FD,2012,2012-05-21,0.1409
DPAC,SW,FD,2012,2012-05-22,0.1358
DPAC,SW,FD,2012,2012-05-23,0.1315
DPAC,SW,FD,2012,2012-05-24,0.1164
DPAC,SW,FD,2012,2012-05-25,0.0925
DPAC,SW,FD,2012,2012-05-26,0.0837
DPAC,SW,FD,2012,2012-05-27,0.0984
DPAC,SW,FD,2012,2012-05-28,0.1058
DPAC,SW,FD,2012,2012-05-29,5.3067
DPAC,SW,FD,2012,2012-05-30,1.9755
DPAC,SW,FD,2012,2012-05-31,0.6997
DPAC,SW,FD,2012,2012-06-01,0.4232
DPAC,SW,FD,2012,2012-06-02,0.279
DPAC,SW,FD,2012,2012-06-03,0.212
DPAC,SW,FD,2012,2012-06-04,0.1806
DPAC,SW,FD,2012,2012-06-05,0.1447
DPAC,SW,FD,2012,2012-06-06,0.1269
DPAC,SW,FD,2012,2012-06-07,0.1103
DPAC,SW,FD,2012,2012-06-08,0.1065
DPAC,SW,FD,2012,2012-06-09,0.0993
DPAC,SW,FD,2012,2012-06-10,0.083
DPAC,SW,FD,2012,2012-06-11,0.0829
DPAC,SW,FD,2012,2012-06-12,0.0646
DPAC,SW,FD,2012,2012-06-13,0.0439
DPAC,SW,FD,2012,2012-06-14,0.0409
DPAC,SW,FD,2012,2012-06-15,0.0311
DPAC,SW,FD,2012,2012-06-16,0.025
DPAC,SW,FD,2012,2012-06-17,0.0271
DPAC,SW,FD,2012,2012-06-18,0.0156
DPAC,SW,FD,2012,2012-06-19,0.004
DPAC,SW,FD,2012,2012-06-20,0
DPAC,SW,FD,2012,2012-06-21,0
DPAC,SW,FD,2012,2012-06-22,0
DPAC,SW,FD,2012,2012-06-23,0
DPAC,SW,FD,2012,2012-06-24,0
DPAC,SW,FD,2012,2012-06-25,0
DPAC,SW,FD,2012,2012-06-26,0
DPAC,SW,FD,2012,2012-06-27,0
DPAC,SW,FD,2012,2012-06-28,0
DPAC,SW,FD,2012,2012-06-29,0
DPAC,SW,FD,2012,2012-06-30,0
DPAC,SW,FD,2012,2012-07-01,0
DPAC,SW,FD,2012,2012-07-02,0
DPAC,SW,FD,2012,2012-07-03,0
DPAC,SW,FD,2012,2012-07-04,0
DPAC,SW,FD,2012,2012-07-05,0
DPAC,SW,FD,2012,2012-07-06,0
DPAC,SW,FD,2012,2012-07-07,0
DPAC,SW,FD,2012,2012-07-08,0
DPAC,SW,FD,2012,2012-07-09,0
DPAC,SW,FD,2012,2012-07-10,0
DPAC,SW,FD,2012,2012-07-11,0
DPAC,SW,FD,2012,2012-07-12,0
DPAC,SW,FD,2012,2012-07-13,0
DPAC,SW,FD,2012,2012-07-14,0
DPAC,SW,FD,2012,2012-07-15,0
DPAC,SW,FD,2012,2012-07-16,0
DPAC,SW,FD,2012,2012-07-17,0
DPAC,SW,FD,2012,2012-07-18,0
DPAC,SW,FD,2012,2012-07-19,0
DPAC,SW,FD,2012,2012-07-20,0
DPAC,SW,FD,2012,2012-07-21,0
DPAC,SW,FD,2012,2012-07-22,0
DPAC,SW,FD,2012,2012-07-23,0
DPAC,SW,FD,2012,2012-07-24,0
DPAC,SW,FD,2012,2012-07-25,0
DPAC,SW,FD,2012,2012-07-26,0
DPAC,SW,FD,2012,2012-07-27,0
DPAC,SW,FD,2012,2012-07-28,0
DPAC,SW,FD,2012,2012-07-29,0
DPAC,SW,FD,2012,2012-07-30,0
DPAC,SW,FD,2012,2012-07-31,0
DPAC,SW,FD,2012,2012-08-01,0
DPAC,SW,FD,2012,2012-08-02,0
DPAC,SW,FD,2012,2012-08-03,0
DPAC,SW,FD,2012,2012-08-04,0
DPAC,SW,FD,2012,2012-08-05,0
DPAC,SW,FD,2012,2012-08-06,0
DPAC,SW,FD,2012,2012-08-07,0
DPAC,SW,FD,2012,2012-08-08,0
DPAC,SW,FD,2012,2012-08-09,0
DPAC,SW,FD,2012,2012-08-10,0
DPAC,SW,FD,2012,2012-08-11,0
DPAC,SW,FD,2012,2012-08-12,0
DPAC,SW,FD,2012,2012-08-13,0
DPAC,SW,FD,2012,2012-08-14,0
DPAC,SW,FD,2012,2012-08-15,0
DPAC,SW,FD,2012,2012-08-16,0
DPAC,SW,FD,2012,2012-08-17,0
DPAC,SW,FD,2012,2012-08-18,0
DPAC,SW,FD,2012,2012-08-19,0
DPAC,SW,FD,2012,2012-08-20,0
DPAC,SW,FD,2012,2012-08-21,0
DPAC,SW,FD,2012,2012-08-22,0
DPAC,SW,FD,2012,2012-08-23,0
DPAC,SW,FD,2012,2012-08-24,0
DPAC,SW,FD,2012,2012-08-25,0
DPAC,SW,FD,2012,2012-08-26,0
DPAC,SW,FD,2012,2012-08-27,0
DPAC,SW,FD,2012,2012-08-28,0
DPAC,SW,FD,2012,2012-08-29,0
DPAC,SW,FD,2012,2012-08-30,0
DPAC,SW,FD,2012,2012-08-31,0
DPAC,SW,FD,2012,2012-09-01,0
DPAC,SW,FD,2012,2012-09-02,0
DPAC,SW,FD,2012,2012-09-03,0
DPAC,SW,FD,2012,2012-09-04,0
DPAC,SW,FD,2012,2012-09-05,0
DPAC,SW,FD,2012,2012-09-06,0
DPAC,SW,FD,2012,2012-09-07,0
DPAC,SW,FD,2012,2012-09-08,0.1482
DPAC,SW,FD,2012,2012-09-09,0
DPAC,SW,FD,2012,2012-09-10,0
DPAC,SW,FD,2012,2012-09-11,0
DPAC,SW,FD,2012,2012-09-12,0
DPAC,SW,FD,2012,2012-09-13,0
DPAC,SW,FD,2012,2012-09-14,0
DPAC,SW,FD,2012,2012-09-15,0
DPAC,SW,FD,2012,2012-09-16,0
DPAC,SW,FD,2012,2012-09-17,0
DPAC,SW,FD,2012,2012-09-18,0
DPAC,SW,FD,2012,2012-09-19,0
DPAC,SW,FD,2012,2012-09-20,0
DPAC,SW,FD,2012,2012-09-21,0
DPAC,SW,FD,2012,2012-09-22,0
DPAC,SW,FD,2012,2012-09-23,0
DPAC,SW,FD,2012,2012-09-24,0
DPAC,SW,FD,2012,2012-09-25,0
DPAC,SW,FD,2012,2012-09-26,0
DPAC,SW,FD,2012,2012-09-27,0.5182
DPAC,SW,FD,2012,2012-09-28,0.0041
